state_name,mean_before,mean_after,var_before,var_after,count_before,count_after,se_before,se_after
NJ,20.43940809968847,21.02742946708464,82.92359058605925,86.36029085585848,321,319,0.5082607034147915,0.520309441494816
PA,23.33116883116883,21.165584415584416,140.57144993164738,68.50429340396444,77,77,1.351148861475134,0.9432211554579522
